部屋主,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント,取得日
タマ部屋,65,Eternal Light,ラブライブ! 虹ヶ咲学園スクールアイドル同好会 アニメ2期第4話挿入歌,DiverDiva,ネム,,2026/1/10
ながし部屋,65,hem,明日ちゃんのセーラー服,福元幹(斉藤朱夏),ながし,,2026/1/10
タマ部屋,64,U&I,けいおん!!,放課後ティータイム(桜高軽音部),加古,,2026/1/10
ながし部屋,64,はじまりのセツナ【ver2】,明日ちゃんのセーラー服 OP,蠟梅学園中等部1年3組,サイバードラゴン,,2026/1/10
タマ部屋,63,【ホロライブ】「シルベ」[IM][常闇トワ][2tr Off-On],,,ぬこ,,2026/1/10
ながし部屋,63,ぽっぴんジャンプ♪,ご注文はうさぎですか? ED,チマメ隊,tksr,,2026/1/10
タマ部屋,62,Thankful【Ver1 暫定版 アニメ公式 MV】,笑顔のたえない職場です。 ED,Sizuk,タマ兄,,2026/1/10
ながし部屋,62,【忘却バッテリー】[op]ライラック／Mrs. GREEN APPLE(on-off) ※複合MAD ytbママ_bb235 (On-Off),-,,CHRONO,,2026/1/10
タマ部屋,61,Distortion!!,ぼっち・ざ・ろっく! ED1,"結束バンド,長谷川育美",ハピネス,,2026/1/10
ながし部屋,61,荊の薔薇,劇場版総集編 ガールズバンドクライ なぁ、未来。,トゲナシトゲアリ,ながし,,2026/1/10
タマ部屋,60,月並みに輝け,劇場総集編ぼっち・ざ・ろっく! Re: OP,"結束バンド,長谷川育美",ネム,,2026/1/10
ながし部屋,60,唱,ぷにるはかわいいスライム ED,ぷにる(CV.篠原侑),サイバードラゴン,,2026/1/10
タマ部屋,59,いつも心にながせを☆彡,プリンセッション・オーケストラ Im,一条ながせ(CV.橘杏咲),加古,,2026/1/10
ながし部屋,59,それゆけ!乙女の戦車道!!,ガールズ&パンツァー IM,あんこうチーム,tksr,,2026/1/10
タマ部屋,58,ラケナリアの夢,魔術師クノンは見えている OP,ヰ世界情緒,ぬこ,,2026/1/10
ながし部屋,58,気分上々↑↑【_最終12話版4人パート】,パリピ孔明 ED,96猫,CHRONO,,2026/1/10
タマ部屋,57,Won Chu Kiss Me!​​【カバー_パート分け_ANIMAX MUSIX 2025 YOKOHAMA】,桜Trick OP,天狼群,タマ兄,,2026/1/10
ながし部屋,57,ドッペルゲンガー(Lyric Video),劇場総集編ぼっち・ざ・ろっく! Re:Re:,結束バンド,ながし,,2026/1/10
千秋部屋,56,鎌倉STYLE,逃げ上手の若君,ぼっちぼろまる,千秋,,2026/1/10
タマ部屋,56,KING OF EVIL【パート分け】,ばっどがーる,天狼群,なお,,2026/1/10
ながし部屋,56,Ready to Rock,ロックは淑女の嗜みでして OP,BAND-MAID,サイバードラゴン,,2026/1/10
千秋部屋,55,Won Chu Kiss Me!​​【カバー_パート分け_ANIMAX MUSIX 2025 YOKOHAMA】,桜Trick OP,天狼群,にゃむい,,2026/1/10
タマ部屋,55,GO!GO!MANIAC,けいおん!! OP,天狼群,CHRONO,,2026/1/10
ながし部屋,55,かくしん的☆めたまるふぉ～ぜっ!,干物妹!うまるちゃん OP,土間うまる [田中あいみ],tksr,,2026/1/10
千秋部屋,54,Re:Re:(2016),僕だけがいない街 OP,ASIAN KUNG-FU GENERATION,はせ,,2026/1/10
タマ部屋,54,BAD SURPRISE(パート分け)【ver2.1】,ばっどがーる,天狼群,ゆーき,,2026/1/10
ながし部屋,54,青春コンプレックス,ぼっち・ざ・ろっく! OP,"結束バンド,長谷川育美",CHRONO,,2026/1/10
千秋部屋,53,銀の匙 Silver Spoon_スキマスイッチ_Hello Especially(UVR-on)【ハネケン】,-,,るえ,,2026/1/10
タマ部屋,53,超らぶふぉーえばーもあ,ばっどがーる Im,優谷優(CV.橘杏咲),naoo,,2026/1/10
ながし部屋,53,コードレス☆照れ☆PHONE,のうりん OP,草壁ゆか(CV:田村ゆかり),ぬこ,,2026/1/10
千秋部屋,52,歌いましょう鳴らしましょう_MyGO!!!!!_ANライブ_(2ch)_bb004,-,,なお,,2026/1/10
タマ部屋,52,きみのとなり,ばっどがーる,涼風涼(CV.松岡美里),タマ兄,,2026/1/10
ながし部屋,52,未来永劫【4話までで仮作成】,ワールドトリガー ED 1,神はサイコロを振らない,ネム,,2026/1/10
千秋部屋,51,NEVER SAY GOODBYE,ゴールデンカムイ OP4,ALI,千秋,最終章待ってました！,2026/1/10
タマ部屋,51,はーと掻き回してアゲル♡,ばっどがーる,瑠璃葉るら(CV.花井美春),なお,,2026/1/10
ながし部屋,51,めがもるふぉ～ぜ♡(パート分け有),東京ミュウミュウ にゅ～♡(2期) OP,Smewthie,るえ,,2026/1/10
千秋部屋,50,シアン・イノセンス,百姓貴族,FRAM,にゃむい,,2026/1/10
タマ部屋,50,SHINY DAYS【ver.2】,ゆるキャン△ OP,亜咲花,CHRONO,,2026/1/10
ながし部屋,50,STAY FREE【Ver2】,この素晴らしい世界に爆焔を! OP,Machico,ラキア,,2026/1/10
千秋部屋,49,星屑のインターリュード,天体のメソッド ED 1,fhána,はせ,,2026/1/10
タマ部屋,49,【花ざかりの君たちへ】「アドレナ」[OP][YOASOBI][アニメ][悠季],,,ゆーき,,2026/1/10
ながし部屋,49,Legato【103期3月度Fes×Live映像】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ 1stフルアルバム,蓮ノ空女学院スクールアイドルクラブ,ながし,,2026/1/10
千秋部屋,48,SOMEONE ELSE(パート分け),WORKING!!,種島ぽぷら,るえ,店見てきたよ,2026/1/10
タマ部屋,48,不器用に 君のとなり【最終話まで】,不器用な先輩。 ED,前島亜美,naoo,,2026/1/10
ながし部屋,48,LINK UP!!!,響け!ユーフォニアム2 IM,北宇治カルテット,ぬこ,,2026/1/10
千秋部屋,47,ホントトウソ,機械じかけのマリー,春茶,なお,,2026/1/10
タマ部屋,47,U.M.A. NEW WORLD!!【2パート分け】,ウマ娘 プリティーダービー,スペシャルウィーク、オグリキャップ、ゴールドシップ、他,タマ兄,,2026/1/10
ながし部屋,47,純真Always,無彩限のファントム・ワールド ED,田所あずさ,ネム,,2026/1/10
千秋部屋,46,戦場の華,最後にひとつだけお願いしてもよろしいでしょうか,CHiCO with HoneyWorks,千秋,秋アニメで1番好きな曲,2026/1/10
タマ部屋,46,アブナイキオク【【パート分け】】,かぐや様は告らせたい 大人への階段 OP,"鈴木雅之,古賀葵",なお,,2026/1/10
ながし部屋,46,カラフル,劇場版 魔法少女まどか☆マギカ新編叛逆の物語 主題歌,ClariS,るえ,,2026/1/10
千秋部屋,45,ずっとBe with you,這いよれ!ニャル子さん,RAMMに這いよるニャル子さん,にゃむい,よろしくお願いします。北海道で,2026/1/10
タマ部屋,45,Phantom Joke,Fate/Grand Order -絶対魔獣戦線バビロニア- OP,UNISON SQUARE GARDEN,CHRONO,,2026/1/10
ながし部屋,45,I swear,デート・ア・ライブⅢ OP,sweet ARMS,ラキア,,2026/1/10
千秋部屋,44,Feel,サイレント・ウィッチ 沈黙の魔女の隠しごと OP,羊文学,はせ,,2026/1/10
タマ部屋,44,【ウマ娘 プリティーダービー】「Make debut!(パート分け有)」[OP][スピカ][2tr Off-On],-,,ゆーき,,2026/1/10
ながし部屋,44,不器用に 君のとなり【最終話まで】,不器用な先輩。,前島亜美,ながし,,2026/1/10
千秋部屋,43,Stargazer,天体のメソッド OP,Larval Stage Planning,るえ,,2026/1/10
タマ部屋,43,My Sweetie Dog,ばっどがーる キャラソン,水鳥亜鳥(cv花宮初奈),naoo,,2026/1/10
ながし部屋,43,とんずらいおっと,ぶいすぽっ! IM,英リサ・藍沢エマ・紫宮るな・小森めと,ぬこ,,2026/1/10
千秋部屋,42,ゆらゆらワンダフルワールド,シャインポスト,ゆらゆらシスターズ,なお,,2026/1/10
タマ部屋,42,PRISMATIC SPURT!!!!【アニメ映像・パート分け有り】,ウマ娘 プリティーダービー 新時代の扉 IN,"ジャングルポケット(CV:藤本侑里),アグネスタキオン(CV:上坂すみれ),ダンツフレーム(CV:福嶋晴菜),マンハッタンカフェ(CV:小倉唯)",タマ兄,,2026/1/10
ながし部屋,42,メロウ【Ver2】,スキップとローファー OP,須田景凪,ネム,,2026/1/10
千秋部屋,41,ハイライト・ハイライト,くノ一ツバキの胸の内 OP,the peggies,千秋,よろしくお願いしますー,2026/1/10
タマ部屋,41,ふたり【アニメ映像ver2.0・最終話まで】,ウマ娘 シンデレラグレイ ED2,"オグリキャップ(CV:高柳知葉),タマモクロス(CV:大空直美)",なお,,2026/1/10
ながし部屋,41,いちごコンプリート【4パート分け】,苺ましまろ OP,"千葉紗子,折笠富美子,川澄綾子,能登麻美子",るえ,,2026/1/10
千秋部屋,40,シュガリー・ストーリー,悪食令嬢と狂血公爵,AVAM,サイバードラゴン,誰も歌わないなあこの曲,2026/1/10
タマ部屋,40,かえして！ニーソックス（泉こなた(平野綾)・柊かがみ(加藤英美里)・柊つかさ(福原香織)・高良みゆき(遠藤綾)）[on-off].,か,,CHRONO,,2026/1/10
ながし部屋,40,ありふれてたい,アルマちゃんは家族になりたい,花譜,ラキア,,2026/1/10
千秋部屋,39,うまぴょい伝説 (MAD_ゴールドシップ) (パート分けあり),ウマ娘 プリティーダービー,ウマ娘+トレーナー,ぴぴ,,2026/1/10
タマ部屋,39,sugar sweet nightmare,化物語 OP 5,羽川翼(CV:堀江由衣),tksr,,2026/1/10
ながし部屋,39,I,僕のヒーローアカデミア FINAL SEASON ED,GUMI,ながし,,2026/1/10
千秋部屋,38,グライド,終末ツーリング,Myuk,千秋,アニメも曲もよかった！,2026/1/10
タマ部屋,38,アイドル【コーラス字幕有】,【推しの子】 OP,YOASOBI,タマ兄,,2026/1/10
ながし部屋,38,レベルを上げて物理で殴る,野生のラスボスが現れた! OP,岸田教団&THE明星ロケッツ,ぬこ,,2026/1/10
千秋部屋,37,戦場の華【_last版】,最後にひとつだけお願いしてもよろしいでしょうか OP,CHiCO with HoneyWorks,ハピネス,,2026/1/10
タマ部屋,37,ウザ可愛くて何が悪い!,友達の妹が俺にだけウザい OP,赤見かるび,ぴぴ,,2026/1/10
ながし部屋,37,贄-nie-,私を喰べたい、ひとでなし,吉乃,ネム,,2026/1/10
千秋部屋,36,Wondrous,ワンダンス ED,ELSEE,サイバードラゴン,前期で超好きだった曲,2026/1/10
タマ部屋,36,アドレナ,花ざかりの君たちへ OP,YOASOBI,はせ,,2026/1/10
ながし部屋,36,Lavish!!,勇者パーティーにかわいい子がいたので、告白してみた。 OP,吉乃,naoo,,2026/1/10
千秋部屋,35,めにしゅき♡ラッシュっしゅ!,ウマ娘 プリティーダービー,カレンチャン(篠原侑)、スティルインラブ(宮下早紀)、フサイチパンドラ(佳原萌枝)、他,ぴぴ,,2026/1/10
タマ部屋,35,アネクドット,旗揚!けものみち ED,ももすももす,tksr,,2026/1/10
ながし部屋,35,ちょ、尊いLOVE【リリックビデオ映像(イラストベース)】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ シャッフルユニットスプリットシングル,Ruri&To,ながし,,2026/1/10
千秋部屋,34,晴る,葬送のフリーレン,ヨルシカ,千秋,2期待っていました！,2026/1/10
タマ部屋,34,ハニーレモン(パート分け)【ver2】,紫雲寺家の子供たち,NACHERRY,タマ兄,,2026/1/10
ながし部屋,34,視界の隅 朽ちる音【アニメ映像】,ガールズバンドクライ IN,新川崎(仮),なお,,2026/1/10
千秋部屋,33,My Sweetie Dog,ばっどがーる キャラソン,水鳥亜鳥(cv花宮初奈),ハピネス,,2026/1/10
タマ部屋,33,恋のマジックポーション,ポーション、わが身を助ける,TRiDENT,はせ,,2026/1/10
ながし部屋,33,ブレイブリーダンス(MVver)【パート分け】,外れスキル《木の実マスター》,雪花ラミィ×アーリオ・オーリオ・エ・ペペロンチーノ,にゃむい,,2026/1/10
千秋部屋,32,BAD SURPRISE(パート分け)【ver2.1】,ばっどがーる,天狼群,サイバードラゴン,親の顔より聴いた曲,2026/1/10
タマ部屋,32,百面相,顔に出ない柏田さんと顔に出る太田君 OP,はしメロ,ぴぴ,,2026/1/10
ながし部屋,32,キミとわたしであるために,プリンセッション・オーケストラ Im,空野みなも(CV.葵あずさ),加古,,2026/1/10
千秋部屋,31,ピカループ,破産富豪 ED,眞白かのん,ぴぴ,,2026/1/10
タマ部屋,31,地平線ストライド(パート分け)【ver.2】,ヤマノススメ サードシーズン,あおい、ひなた、ここな、かえで,tksr,,2026/1/10
ながし部屋,31,デタラメなマイナスとプラスにおけるブレンド考,ブレンド・S ED,ブレンド・A,naoo,,2026/1/10
千秋部屋,30,フローズン【《アニメ映像Ver3.1・最終話まで》】,杖と剣のウィストリア ED,TRUE,千秋,,2026/1/10
タマ部屋,30,グライド,終末ツーリング ED,Myuk,タマ兄,,2026/1/10
ながし部屋,30,arrow,劇場版総集編 ガールズバンドクライ なぁ、未来。,トゲナシトゲアリ,ながし,,2026/1/10
千秋部屋,29,まっさかさマジック!,姫様“拷問”の時間です,shallm,ハピネス,,2026/1/10
タマ部屋,29,最新話,太陽よりも眩しい星,和ぬか,はせ,,2026/1/10
ながし部屋,29,ふたりぶん,渡くんの××が崩壊寸前 Op,shallm,なお,,2026/1/10
千秋部屋,28,ミギヒダリ,野生のラスボスが現れた!,長瀬有花,サイバードラゴン,前期で超好きだった曲,2026/1/10
タマ部屋,28,いいよ【2025 日本語吹替版 OP 編集版】,ある日、お姫様になってしまった件について,Daoko,ぴぴ,,2026/1/10
ながし部屋,28,壱雫空,BanG Dream! It's MyGO!!!!! OP,MyGO!!!!!,にゃむい,,2026/1/10
千秋部屋,27,ホントトウソ,機械じかけのマリー OP,春茶,ぴぴ,よろしくお願いします,2026/1/10
タマ部屋,27,とおりゃんせ,かくりよの宿飯 弐 OP,東山奈央,タマ兄,,2026/1/10
ながし部屋,27,百面相,顔に出ない柏田さんと顔に出る太田君 OP,はしメロ,加古,,2026/1/10
千秋部屋,26,【アイドルマスターミリオンライブ！シアターデイズ】DIAMOND JOKER／翼、まつり、貴音、恵美(パート分無on-off),-,,千秋,よろしくお願いしますー！,2026/1/10
タマ部屋,26,あなたでなくちゃ【【キャラクターMV、パート分け】】,カッコウの許嫁 Season2 ED,46225,tksr,,2026/1/10
ながし部屋,26,インフェリア,最後にひとつだけお願いしてもよろしいでしょうか ED,シユイ,naoo,,2026/1/10
千秋部屋,25,Full moon…!【第9話 挿入歌】,【推しの子】,有馬かな(CV:藩めぐみ),ハピネス,"明けましておめでとうございます。

よろしくお願いします。（3回目）

",2026/1/10
タマ部屋,25,yummy goodday,とんでもスキルで異世界放浪メシ2 OP,CENT,はせ,,2026/1/10
ながし部屋,25,命をくれよ,劇場版総集編 ガールズバンドクライ 青春狂走曲,トゲナシトゲアリ,ながし,,2026/1/10
千秋部屋,24,Lasting Moment,Summer Pockets ED,鈴木このみ,サイバードラゴン,,2026/1/10
タマ部屋,24,線香花火【パート分け】,ちゃんと吸えない吸血鬼ちゃん ED,"H△G,石川月菜(田中美海)",ぴぴ,,2026/1/10
ながし部屋,24,Misty=Missing You,シャインポスト 挿入歌,HY:RAIN,なお,,2026/1/10
千秋部屋,23,微熱S.O.S!!,アイドルマスター XENOGLOSSIA OP 1,橋本みゆき,CHRONO,,2026/1/10
タマ部屋,23,セキレイ,セキレイ OP,"早見沙織,井上麻里奈,花澤香菜,遠藤綾",tksr,,2026/1/10
ながし部屋,23,元祖!バンドリちゃんのテーマ【パート分け】,元祖!バンドリちゃん,愛美 佐倉綾音 前島亜美 相羽あいな 伊藤美来,にゃむい,,2026/1/10
千秋部屋,22,End of Days【Ver2 第3期 OP】,アークナイツ【焔燼曙明/RISE FROM EMBER】,ReoNa,ネム,,2026/1/10
タマ部屋,22,アブナイキオク【【パート分け】】,かぐや様は告らせたい 大人への階段 OP,"鈴木雅之,古賀葵",タマ兄,,2026/1/10
ながし部屋,22,けっかおーらい,ヴィジランテ -僕のヒーローアカデミア ILLEGALS- OP,こっちのけんと,加古,,2026/1/10
千秋部屋,21,Resolution,機動新世紀ガンダムX OP,ROMANTIC MODE,ラ,,2026/1/10
タマ部屋,21,リリィ【Ver1 暫定版 アニメ公式 MV】,私を喰べたい、ひとでなし ED,八百歳比名子(CV.上田麗奈),はせ,,2026/1/10
ながし部屋,21,あまのじゃく,幼馴染とはラブコメにならない ED,小玉ひかり,naoo,,2026/1/10
千秋部屋,20,【アイドルマスターミリオンライブ！シアターデイズ】パーフェクトゲーム／永吉昴(on-off),-,,千秋,,2026/1/10
タマ部屋,20,太陽、なってあげよっか?,私を喰べたい、ひとでなし 第4話ED,社 美胡(CV.ファイルーズあい),ぴぴ,,2026/1/10
ながし部屋,20,もう何もいらない未来,劇場版総集編 ガールズバンドクライ 青春狂走曲,トゲナシトゲアリ,ながし,,2026/1/10
千秋部屋,19,【２９歳独身中堅冒険者の日常】「君が灯してくれた光を今(feat.Hanon)」[OP][MARUMOCHI_from_HoneyWorks][アニメ][悠季],,,ゆーき,急いで作ってきました←,2026/1/10
タマ部屋,19,質問、恋って何でしょうか?【パート分け-公式アニメMV】,男女の友情は成立する?(いや、しないっ!!) OP,"HoneyWorks,ハコニワリリィ",tksr,,2026/1/10
ながし部屋,19,ETERNAL FLAME ～空の箱～,ガールズバンドクライ IN,ダイヤモンドダスト,なお,,2026/1/10
千秋部屋,18,未来への咆哮【『マブラヴ オルタネイティヴ』×『マブラヴ ガールズガーデン』 2025 10月28日コラボ曲】,マブラヴ オルタネイティヴ OP,JAM Project,CHRONO,,2026/1/10
タマ部屋,18,スマイルスキル=スキスキル!(パート分け)【ver2】,私、能力は平均値でって言ったよね!,赤き誓い,ラキア,,2026/1/10
ながし部屋,18,Wreath of Brave,Official Music Video,morfonica,にゃむい,,2026/1/10
千秋部屋,17,リリィ Another Ver【Ver2 暫定版 アニメ公式 MV】,私を喰べたい、ひとでなし,近江汐莉(CV:石川由依),ネム,石川由依verもいいよね,2026/1/10
タマ部屋,17,イツカノキオク【ver2】,くまクマ熊ベアー OP,和氣あず未,サイバードラゴン,,2026/1/10
ながし部屋,17,フィニステラー,Summer Pockets OP2,鈴木このみ,ゆーき,,2026/1/10
千秋部屋,16,月灯り,アカメが斬る! ED 2,雨宮天,ラ,,2026/1/10
タマ部屋,16,若葉のころ【Ver1 暫定版】,綺麗にしてもらえますか。 ED,清浦夏実,るえ,,2026/1/10
ながし部屋,16,アルカテイル,Summer Pockets OP,鈴木このみ,ながし,,2026/1/10
千秋部屋,15,明日は明日の風が吹く,姫様“拷問”の時間です,LEEVELLES,千秋,今期2期ですね！見てないけど←,2026/1/10
タマ部屋,15,カレーたんけん隊!【パート分け】,日々は過ぎれど飯うまし,小川しのん(CV.青山吉能)&比嘉つつじ(CV.乾夏寧)&星なな(CV.会沢紗弥),にゃむい,,2026/1/10
ながし部屋,15,贄-nie-,私を喰べたい、ひとでなし,吉乃,はせ,,2026/1/10
千秋部屋,14,ライアー,千歳くんはラムネ瓶のなか,kucci,ゆーき,,2026/1/10
タマ部屋,14,1ミリ Symphony,映画 この素晴らしい世界に祝福を!紅伝説 TM,Machico,ラキア,,2026/1/10
ながし部屋,14,ずっと、ぎゅっと,君のことが大大大大大好きな100人の彼女,好本静(長縄まりあ),ハピネス,,2026/1/10
千秋部屋,13,鈴木雅之_DADDY ! DADDY ! DO ! feat. 鈴木愛理,-,,CHRONO,,2026/1/10
タマ部屋,13,きらきらエブリディ【パート分け】,ご注文はうさぎですか?,チマメ隊,タマ兄,,2026/1/10
ながし部屋,13,失敗しないメンヘラの育て方,渡くんの××が崩壊寸前 Ed,平手友梨奈,ゆーき,,2026/1/10
千秋部屋,12,顔,BanG Dream! Ave Mujica,Ave Mujica,ネム,よろしくお願いします,2026/1/10
タマ部屋,12,ジェリーフィッシュな君へ,このヒーラー、めんどくさい,大西亜玖璃,サイバードラゴン,,2026/1/10
ながし部屋,12,ふたりぶん,渡くんの××が崩壊寸前 Op,shallm,ながし,,2026/1/10
千秋部屋,11,ドラマチックオーバーレイ,アルマちゃんは家族になりたい,ZAQ,ラキア,よろしくお願いします,2026/1/10
タマ部屋,11,Dear answer,桜子さんの足元には死体が埋まっている OP,TRUE,るえ,,2026/1/10
ながし部屋,11,ひとりごと,薬屋のひとりごと,omoinotake,はせ,,2026/1/10
千秋部屋,10,Thankful【Ver1 暫定版 アニメ公式 MV】,笑顔のたえない職場です。,Sizuk,千秋,よろしくお願いしますー,2026/1/10
タマ部屋,10,Sophie【Ave Mujica Official Music MV】,BanG Dream! Ave Mujica,,にゃむい,,2026/1/10
ながし部屋,10,Thankful【Ver1 暫定版 アニメ公式 MV】,笑顔のたえない職場です。,Sizuk,ハピネス,,2026/1/10
千秋部屋,9,スゴすぎ前橋ウィッチーズ!【アニメ映像ver2.0・最終話まで・パート分け有り】,前橋ウィッチーズ OP,前橋ウィッチーズ,ゆーき,よろろすおねがいするます！,2026/1/10
タマ部屋,9,ラケナリアの夢,魔術師クノンは見えている OP,ヰ世界情緒,タマ兄,,2026/1/10
ながし部屋,9,まっさかさマジック!,姫様“拷問”の時間です OP,shallm,ゆーき,,2026/1/10
千秋部屋,8,もうどうなってもいいや【ver3.0・最終話まで】,機動戦士Gundam GQuuuuuuX ED,星街すいせい,CHRONO,,2026/1/10
タマ部屋,8,メニメリ・メモリーズ!【パート分け】,mono OP,シネフォト部,サイバードラゴン,,2026/1/10
ながし部屋,8,プラットフォーム【最終話反映】,永久のユウグレ OP,Uru,ながし,,2026/1/10
千秋部屋,7,【BanG Dream!】コミュ着火Fire!／夢限大みゅーたいぷ(on-off),-,,加古,,2026/1/10
タマ部屋,7,わやわやわー!(Ver2),道産子ギャルはなまらめんこい,亜咲花,るえ,,2026/1/10
ながし部屋,7,勇者,葬送のフリーレン OP 1,YOASOBI,はせ,,2026/1/10
千秋部屋,6,Nocturne【LIVE映像(4thLIVE TriCastle Story)、パート分け有り】,Memories Off 2nd OP,水樹奈々,naoo,連続になりますが、片パートワンチャンありそうなこのターンで,2026/1/10
タマ部屋,6,Hide & Seek(ver2),RELEASE THE SPYCE ED,ツキカゲ(安齋由香里、沼倉愛美、藤田茜、洲崎綾、のぐちゆり、内田彩),にゃむい,,2026/1/10
ながし部屋,6,くすぐったい【最終話まで】,キミと越えて恋になる,CHiCO with HoneyWorks,ハピネス,,2026/1/10
千秋部屋,5,Hi-Vision,VIRTUAL GIRL @ WORLD'S END Op,夢限大みゅーたいぷ,千秋,2026年もよろしくお願いします！,2026/1/10
タマ部屋,5,Seize The Day,ゆるキャン△ SEASON2 OP,亜咲花,タマ兄,,2026/1/10
ながし部屋,5,星の鼓動,友達の妹が俺にだけウザい ED,こはならむ,ゆーき,,2026/1/10
千秋部屋,4,花になって,薬屋のひとりごと,緑黄色社会,tksr,"あけましておめでとうございます。

今年初の歌にこれを選びました。

まだ覚えたてなので、トチったら、ごめんなさい。

温かい目で見て耳で聞いてやってくださいまし。",2026/1/10
タマ部屋,4,光のすみか,瑠璃の宝石 OP,安田レイ,にゃむい,,2026/1/10
ながし部屋,4,Two Of Us,永久のユウグレ ED,Hana Hope,ながし,,2026/1/10
千秋部屋,3,君とつなぐオーケストラ【パート分け有り※アニメ映像】,プリンセッション・オーケストラ Ed,オルケリア,ツチヌコ,,2026/1/10
タマ部屋,3,旅しよ!don't you?(パート分け)【京都・粟島・伊勢編】,ざつ旅-That's Journey-,harmoe,タマ兄,,2026/1/10
ながし部屋,3,slash【最終話まで】,機動戦士ガンダム 水星の魔女 OP2,yama,はせ,,2026/1/10
千秋部屋,2,Synchrogazer,戦姫絶唱シンフォギア OP,水樹奈々,加古,,2026/1/10
タマ部屋,2,bookmarks (feat. 春茶)【Ver2 第11話まで】,ざつ旅-That's Journey-,Sizuk,にゃむい,,2026/1/10
ながし部屋,2,グライド,終末ツーリング,Myuk,ゆーき,,2026/1/10
千秋部屋,1,Happy New Yeah!【LIVE映像(6thLIVE MERRY-GO-ROUNDOME!!!)、パート分け無し】,アイドルマスターシンデレラガールズ IM,島村卯月、渋谷凛、本田未央、佐藤心、三村かな子,naoo,よろしくお願いします。新年一発目ということで,2026/1/10
タマ部屋,1,はるのとなり,ゆるキャン△ SEASON2 ED,佐々木恵梨,タマ兄,,2026/1/10
ながし部屋,1,アブナイキオク【パート分け】,かぐや様は告らせたい 大人への階段,鈴木雅之 feat. 古賀葵,ながし,,2026/1/10
